"","dist","geometry.x","geometry.y","retailer_name.y","retailer_name.x","address.x","address.y"
"67",0.0022484950522383,c(-78.888622, 36.0163),c(-78.889663, 36.018293),"family dollar #293","bull market 112","2108 Avondale Drive","2110 N Roxboro Road"
"68",0.00133425877551008,c(-78.9950388, 35.9542922),c(-78.994041, 35.955178),"island tobacco & vape durham","wal mart supercenter 2137","5450 New Hope Commons Drive","5324 NEW HOPE COMMONS BLVD EXT"
"69",0.00450225716835787,c(-78.890137, 35.9837289),c(-78.891993, 35.979627),"hill's open air market","freeway b p 120","308 South Alston Avenue","712 SOUTH ALSTON AVENUE"
"70",0.000893302300458764,c(-78.908401, 35.963705),c(-78.907618, 35.964135),"parkview mini mart","food lion 2593","3022 Fayetteville Street","433 EAST PILOT STREET"
"71",0.00285869455695307,c(-78.8511586, 35.8822361),c(-78.852041, 35.879517),"slim vape pen llc","wills social bistro and lounge","5400 South Miami Blvd Suite 112","5432 S Miami Blvd # 301"
"72",0.000577065854135737,c(-78.916603, 35.996435),c(-78.916472, 35.996997),"university market","durham co op market","1111 West Chapel Hill Street","1108 WEST CHAPEL HILL STREET"
"73",0.00175918584862775,c(-78.9291288, 36.0391931),c(-78.929067, 36.037435),"exotic (duke) vapour heights","durham county abc board","3318 Guess Rd","3220 GUESS RD"
"74",0.000413582120021972,c(-78.9220689, 36.0093846),c(-78.921834, 36.009725),"smoke rings smoke shop","metro 8","746 Ninth Street","758 NINTH ST, DURHAM"
"75",0.00511155761485608,c(-78.84693, 35.8795925),c(-78.852041, 35.879517),"slim vape pen llc","mez contemporary mexican","5410 Page Road Suite 8","5432 S Miami Blvd # 301"
"76",0.00109392687141292,c(-78.929, 36.05798),c(-78.92792, 36.058154),"food lion 420","thai spoon","3808 Guess Road Suite G","3808 GUESS ROAD"
"77",0.00424423962564887,c(-78.923611, 36.026753),c(-78.920638, 36.029782),"haven smoke & vape","pad thai","2425 Guess Road","1804 N POINTE DR STE E"
"78",0.00118530755503216,c(-78.921121, 36.01021),c(-78.919936, 36.010237),"family fare / bp","tavern","1900 West Markham Avenue","801 BROAD STREET"
"79",0.00398600878073992,c(-78.88843, 36.01606),c(-78.889565, 36.019881),"kings red and white super market","la isla del mar","315 Foushee Street","305 EAST CLUB BLVD"
"80",0.000445544217773043,c(-78.9196063, 36.0102294),c(-78.919199, 36.01041),"dollar general","east campus b p 215","805 Broad Street","800 BROAD STREET"
"81",0.00298308330422391,c(-78.991716, 35.953309),c(-78.994041, 35.955178),"island tobacco & vape durham","chipotle mexican grill 1974","3219 Watkins Road","5324 NEW HOPE COMMONS BLVD EXT"
"82",0.00176205703652042,c(-78.884225, 36.00479),c(-78.885759, 36.005657),"smoke for less inc","tienda mi pueblo","1408 Avondale Drive","1401 Avondale Dr"
